bus_id,temperature,vibration,speed,fuel_consumption,load,outlier_type,is_failure,timestamp
93,60.82,9.86,46.04,32.42,36.66,normal,0,2024-02-26 22:16:00
14,76.19,15.98,29.24,38.75,30.29,normal,0,2024-06-06 12:30:00
5,71.98,17.78,39.6,29.56,29.79,normal,0,2024-03-18 21:28:00
89,115.89,63.79,21.95,50.51,52.28,real_anomaly,1,2024-05-26 15:33:00
2,82.79,13.92,47.95,34.15,57.56,normal,0,2024-10-05 23:30:00
48,84.58,21.23,35.32,37.52,51.2,normal,0,2024-10-20 18:38:00
11,77.7,20.84,40.77,41.13,52.4,normal,0,2024-08-30 19:53:00
62,78.04,16.78,32.31,30.67,50.26,normal,0,2024-12-21 15:15:00
67,78.89,17.29,48.61,31.17,56.88,normal,0,2024-03-17 14:36:00
35,82.84,12.86,46.48,31.59,42.73,normal,0,2024-01-05 04:50:00
70,80.89,15.83,36.21,23.62,46.91,normal,0,2024-04-06 06:52:00
48,79.73,13.13,33.65,36.27,34.14,normal,0,2024-06-23 05:56:00
22,80.31,16.43,49.34,29.72,38.96,normal,0,2024-01-18 11:17:00
100,70.9,12.67,54.67,31.06,47.37,normal,0,2024-06-10 01:36:00
77,80.39,18.79,38.33,34.89,50.78,normal,0,2024-12-02 12:17:00
38,73.07,14.97,39.03,30.73,71.04,normal,0,2024-10-12 09:51:00
86,64.12,17.67,22.9,32.15,46.17,normal,0,2024-02-06 20:08:00
50,75.26,22.02,28.07,22.56,61.09,normal,0,2024-06-19 22:59:00
7,71.4,13.0,46.32,31.04,63.4,normal,0,2024-02-05 09:30:00
21,82.02,8.55,53.51,35.16,66.37,normal,0,2024-03-06 22:23:00
49,67.82,7.85,37.09,29.59,41.18,normal,0,2024-06-08 13:36:00
24,78.48,13.08,52.95,36.07,52.49,normal,0,2024-04-07 13:51:00
84,71.28,16.41,38.7,37.44,34.51,normal,0,2024-11-13 09:40:00
57,81.28,11.31,34.43,35.85,23.88,normal,0,2024-02-17 02:42:00
72,63.22,22.01,29.15,27.3,62.89,normal,0,2024-10-04 18:39:00
52,78.56,19.58,25.85,32.34,44.99,normal,0,2024-03-27 15:07:00
29,85.97,9.01,27.57,38.16,76.82,normal,0,2024-10-04 20:05:00
81,67.83,11.27,18.53,35.54,54.48,normal,0,2024-09-22 18:06:00
50,70.02,10.92,26.77,27.41,51.86,normal,0,2024-12-01 13:19:00
40,89.15,12.76,33.52,39.25,50.04,normal,0,2024-10-28 00:41:00
9,84.95,16.66,18.91,30.21,53.68,normal,0,2024-01-29 11:51:00
99,91.71,10.52,41.12,42.44,44.06,normal,0,2024-02-29 03:10:00
17,74.11,12.31,53.48,35.07,49.45,normal,0,2024-01-20 04:20:00
46,74.8,14.17,33.96,30.3,45.7,normal,0,2024-08-20 17:08:00
4,364.59,-43.13,263.4,-23.87,254.55,sensor_error,0,2024-10-03 08:15:00
62,88.35,14.44,29.8,39.74,71.51,normal,0,2024-11-22 15:06:00
54,89.51,16.62,49.93,36.41,77.03,normal,0,2024-08-09 13:21:00
29,81.32,15.13,31.07,26.03,59.75,normal,0,2024-11-05 09:37:00
56,-35.21,359.78,-36.64,-44.96,-12.03,sensor_error,0,2024-11-18 06:01:00
65,83.66,13.5,35.14,40.07,29.51,normal,0,2024-04-05 05:08:00
15,75.07,17.19,39.99,27.01,45.09,normal,0,2024-06-28 00:21:00
46,79.14,14.05,40.3,37.53,41.79,normal,0,2024-01-23 01:38:00
33,87.18,17.14,28.05,32.77,45.27,normal,0,2024-05-30 17:36:00
85,69.82,13.82,34.17,21.67,72.45,normal,0,2024-01-21 06:06:00
86,80.4,14.03,28.92,29.83,11.6,normal,0,2024-05-08 02:35:00
2,84.33,12.11,13.43,37.48,57.94,normal,0,2024-04-20 17:43:00
51,73.84,8.54,18.81,29.8,50.36,normal,0,2024-06-08 23:00:00
16,79.09,18.3,40.97,32.35,61.07,normal,0,2024-10-02 23:28:00
27,62.83,14.62,20.69,37.73,29.22,normal,0,2024-03-26 09:15:00
79,61.93,17.71,17.24,27.77,59.06,normal,0,2024-03-22 23:47:00
69,73.89,13.49,43.79,37.61,65.23,normal,0,2024-02-20 01:12:00
80,483.93,-72.83,-10.83,-13.42,-33.94,sensor_error,0,2024-10-07 22:36:00
37,71.15,14.79,37.46,32.5,71.02,normal,0,2024-07-28 00:56:00
17,61.85,17.02,44.42,35.08,55.96,normal,0,2024-05-16 13:49:00
93,81.03,9.55,25.19,40.05,44.65,normal,0,2024-10-22 23:17:00
1,88.14,5.3,61.97,30.47,44.24,normal,0,2024-03-19 19:17:00
51,75.6,13.53,27.89,29.96,60.36,normal,0,2024-07-07 13:19:00
68,76.32,18.99,55.56,37.41,25.68,normal,0,2024-07-27 04:12:00
15,76.1,7.37,46.46,42.73,22.82,normal,0,2024-09-13 15:39:00
50,78.76,9.3,20.91,37.5,33.9,normal,0,2024-02-24 07:16:00
61,82.77,9.41,5.31,34.9,35.79,normal,0,2024-04-28 16:30:00
86,84.29,17.2,23.35,38.62,47.1,normal,0,2024-09-17 09:57:00
92,68.54,20.66,34.01,33.5,38.42,normal,0,2024-05-15 07:41:00
50,84.76,15.75,49.24,34.02,56.26,normal,0,2024-11-28 10:37:00
73,78.96,14.36,40.37,24.96,42.17,normal,0,2024-10-06 08:31:00
95,81.05,14.32,41.53,32.51,37.11,normal,0,2024-01-06 05:56:00
52,80.53,17.32,16.23,32.5,62.1,normal,0,2024-11-07 07:24:00
48,86.69,15.86,35.54,27.15,27.69,normal,0,2024-03-26 23:20:00
83,74.74,16.52,34.32,33.77,58.1,normal,0,2024-03-11 09:11:00
86,75.17,12.55,44.91,36.83,49.63,normal,0,2024-10-03 01:48:00
10,75.26,14.43,29.4,38.07,45.21,normal,0,2024-05-02 23:31:00
38,73.94,18.38,20.61,37.22,20.63,normal,0,2024-10-06 12:27:00
95,79.19,15.42,32.62,37.59,34.58,normal,0,2024-01-19 04:37:00
97,73.49,13.53,45.41,34.82,27.01,normal,0,2024-06-06 07:20:00
71,69.32,13.84,43.13,37.26,26.3,normal,0,2024-01-16 17:19:00
45,78.49,12.41,38.72,39.19,48.67,normal,0,2024-06-30 21:13:00
8,90.54,19.93,35.67,37.38,28.43,normal,0,2024-03-04 15:05:00
53,66.8,15.3,21.93,28.7,37.41,normal,0,2024-11-26 06:52:00
15,80.05,17.89,26.33,35.09,47.02,normal,0,2024-10-07 11:37:00
21,63.26,12.1,33.68,37.03,42.42,normal,0,2024-10-25 06:00:00
41,74.87,13.44,33.37,35.51,85.87,normal,0,2024-12-24 21:02:00
2,79.6,21.46,35.49,29.85,49.87,normal,0,2024-03-23 01:45:00
78,81.83,9.33,40.42,34.01,67.19,normal,0,2024-05-14 14:50:00
33,79.08,9.46,32.4,28.0,42.36,normal,0,2024-07-04 23:06:00
6,79.7,12.94,30.25,32.72,57.17,normal,0,2024-05-10 11:07:00
1,73.53,11.16,35.57,43.9,33.8,normal,0,2024-10-29 04:55:00
21,68.03,13.82,22.37,36.41,45.59,normal,0,2024-08-21 17:49:00
18,74.74,21.19,35.14,39.54,46.66,normal,0,2024-06-09 15:50:00
19,90.92,16.83,26.92,35.98,48.94,normal,0,2024-08-16 03:12:00
92,77.6,17.97,37.33,26.5,40.72,normal,0,2024-09-11 12:22:00
88,81.98,15.92,42.29,27.36,30.45,normal,0,2024-08-26 15:32:00
56,74.75,7.38,33.34,34.0,35.71,normal,0,2024-10-07 09:06:00
9,67.68,13.84,19.4,29.8,30.35,normal,0,2024-04-21 09:02:00
16,74.63,11.63,16.11,40.62,60.2,normal,0,2024-02-11 06:39:00
64,85.21,16.16,34.5,31.46,54.97,normal,0,2024-11-14 06:59:00
11,81.58,11.73,57.73,38.98,55.25,normal,0,2024-10-16 09:22:00
77,95.72,12.59,23.37,30.74,58.65,normal,0,2024-07-11 17:12:00
48,63.79,9.32,47.3,29.09,40.15,normal,0,2024-08-07 11:26:00
78,71.46,15.01,37.57,44.57,35.74,normal,0,2024-01-24 12:38:00
59,77.69,17.41,28.9,36.3,36.36,normal,0,2024-10-01 14:30:00
4,84.73,14.93,52.96,34.2,44.08,normal,0,2024-02-09 12:39:00
6,72.64,18.71,23.07,44.5,17.14,normal,0,2024-07-31 13:13:00
69,79.15,15.6,46.49,40.79,58.9,normal,0,2024-08-01 23:44:00
4,62.87,16.09,38.87,20.0,42.81,normal,0,2024-08-05 02:08:00
94,78.15,22.61,30.55,34.3,49.79,normal,0,2024-09-07 22:41:00
72,71.66,23.28,24.5,35.82,52.69,normal,0,2024-11-23 19:27:00
27,92.25,15.93,36.28,32.93,12.41,normal,0,2024-01-20 03:45:00
77,70.68,17.83,34.45,35.33,52.48,normal,0,2024-09-28 02:26:00
7,73.32,5.16,58.69,26.6,26.33,normal,0,2024-10-20 10:06:00
32,58.92,17.22,5.65,41.44,47.75,normal,0,2024-07-15 00:50:00
56,77.24,10.56,34.97,36.96,28.26,normal,0,2024-07-27 00:11:00
4,75.82,16.26,28.09,34.98,59.6,normal,0,2024-11-05 19:13:00
84,80.56,21.8,37.63,37.13,32.44,normal,0,2024-03-15 20:16:00
40,87.62,18.84,51.8,30.0,55.83,normal,0,2024-11-10 02:07:00
45,86.9,5.53,36.13,30.87,36.7,normal,0,2024-07-25 15:21:00
18,74.91,10.03,41.2,36.55,47.14,normal,0,2024-12-16 06:31:00
56,94.84,18.25,13.99,45.2,40.72,normal,0,2024-05-11 00:18:00
59,67.86,13.52,41.63,39.94,60.46,normal,0,2024-04-12 09:08:00
73,63.35,13.71,22.23,38.77,14.08,normal,0,2024-06-19 13:20:00
39,85.02,6.7,37.32,36.75,36.18,normal,0,2024-10-06 23:39:00
29,80.21,14.25,37.7,39.15,72.87,normal,0,2024-12-02 19:30:00
7,-26.61,307.19,442.25,-5.78,280.33,sensor_error,0,2024-09-18 23:48:00
37,60.52,26.5,49.67,30.67,28.02,normal,0,2024-12-28 01:57:00
66,82.93,21.88,25.75,34.39,16.48,normal,0,2024-05-14 18:42:00
66,74.68,11.39,51.98,36.92,21.64,normal,0,2024-08-19 00:46:00
88,70.05,12.2,32.56,34.63,49.71,normal,0,2024-05-25 21:17:00
100,89.8,15.68,52.42,34.06,66.33,normal,0,2024-01-29 07:00:00
15,83.73,18.85,24.19,41.36,42.44,normal,0,2024-01-11 16:14:00
4,72.91,14.46,40.17,33.45,37.06,normal,0,2024-04-11 17:08:00
56,78.87,14.4,56.23,32.83,56.09,normal,0,2024-03-08 08:46:00
58,67.55,14.51,50.81,30.29,34.88,normal,0,2024-12-01 17:07:00
86,91.67,14.9,39.59,32.35,41.46,normal,0,2024-09-04 03:10:00
98,60.85,11.96,34.56,36.64,63.88,normal,0,2024-06-14 06:03:00
10,80.87,16.26,23.96,31.56,42.71,normal,0,2024-05-07 19:30:00
3,76.63,15.19,39.25,29.03,35.05,normal,0,2024-11-09 16:40:00
58,75.54,8.21,49.42,29.0,44.03,normal,0,2024-09-20 20:43:00
67,67.77,15.43,41.55,35.48,72.84,normal,0,2024-01-05 01:13:00
44,69.17,9.65,20.55,37.79,62.75,normal,0,2024-05-04 06:27:00
34,87.0,19.54,49.14,28.75,34.63,normal,0,2024-06-30 00:53:00
16,58.75,14.9,26.0,34.39,17.4,normal,0,2024-03-25 17:23:00
40,78.42,14.23,45.72,40.33,66.55,normal,0,2024-07-09 12:39:00
13,81.66,17.97,25.63,23.46,72.62,normal,0,2024-08-04 00:21:00
94,71.0,15.79,47.29,32.53,48.18,normal,0,2024-11-26 07:52:00
3,-46.16,335.98,227.15,-49.65,229.68,sensor_error,0,2024-04-28 19:36:00
40,88.0,20.91,31.51,42.21,54.82,normal,0,2024-05-24 13:05:00
9,73.18,14.44,43.98,36.72,56.12,normal,0,2024-09-13 06:08:00
76,67.17,20.74,32.64,31.37,41.5,normal,0,2024-03-09 07:54:00
63,82.65,17.4,25.61,42.18,59.32,normal,0,2024-04-27 11:27:00
67,84.93,14.08,30.47,40.6,45.36,normal,0,2024-09-02 06:44:00
52,91.66,10.77,48.21,41.92,31.97,normal,0,2024-07-26 19:28:00
69,86.52,16.07,38.21,31.92,40.0,normal,0,2024-10-16 14:52:00
17,77.62,14.97,16.84,30.8,55.71,normal,0,2024-03-23 16:03:00
73,77.72,16.72,45.13,35.98,68.23,normal,0,2024-09-25 00:24:00
54,73.39,18.96,38.07,30.75,36.32,normal,0,2024-11-25 10:54:00
37,77.88,6.8,15.15,40.41,48.07,normal,0,2024-09-07 15:47:00
61,77.55,12.44,46.02,38.2,65.27,normal,0,2024-03-16 08:15:00
97,73.84,10.81,29.62,28.51,46.78,normal,0,2024-01-11 05:50:00
96,74.92,16.71,40.27,30.58,76.76,normal,0,2024-07-27 22:44:00
26,-999.0,306.6,332.32,-44.43,-10.06,sensor_error,0,2024-11-15 01:10:00
18,81.01,12.96,52.88,32.44,54.3,normal,0,2024-06-20 06:57:00
11,78.64,17.58,25.17,37.0,33.13,normal,0,2024-05-04 13:57:00
86,72.0,16.76,39.76,40.97,71.77,normal,0,2024-01-28 12:34:00
79,75.05,17.85,26.39,34.68,51.69,normal,0,2024-11-13 15:12:00
17,81.19,13.81,32.59,34.06,61.95,normal,0,2024-10-02 14:14:00
18,86.67,11.53,20.07,31.15,61.43,normal,0,2024-01-30 11:01:00
87,82.44,15.04,40.28,34.5,76.3,normal,0,2024-03-15 10:05:00
29,78.42,11.32,47.17,28.67,63.97,normal,0,2024-07-08 11:54:00
22,88.41,6.88,50.53,34.09,42.78,normal,0,2024-06-20 06:58:00
63,74.06,14.18,45.61,35.83,46.01,normal,0,2024-07-03 03:41:00
40,75.42,19.77,23.08,34.86,48.69,normal,0,2024-09-27 15:42:00
4,67.96,17.97,22.19,35.44,41.44,normal,0,2024-11-08 04:44:00
44,476.35,-83.75,-23.5,-8.32,274.46,sensor_error,0,2024-04-18 21:45:00
10,95.59,12.7,54.63,30.55,43.74,normal,0,2024-10-25 13:04:00
79,-999.0,-88.92,276.8,-37.25,-14.9,sensor_error,0,2024-07-26 00:15:00
95,76.38,8.24,36.73,25.12,25.19,normal,0,2024-03-18 20:42:00
6,77.28,23.19,57.9,29.09,37.69,normal,0,2024-04-28 11:53:00
72,86.86,16.94,39.55,29.49,43.98,normal,0,2024-07-05 00:38:00
38,80.52,15.82,37.41,39.02,39.92,normal,0,2024-04-17 07:10:00
54,74.95,21.21,36.19,36.82,34.33,normal,0,2024-04-13 18:50:00
31,84.22,16.15,38.06,35.59,65.78,normal,0,2024-12-01 16:00:00
2,76.91,20.52,40.35,41.87,50.95,normal,0,2024-11-04 03:31:00
58,82.79,14.56,30.39,27.17,60.39,normal,0,2024-12-15 21:20:00
78,78.54,11.59,38.41,36.08,85.85,normal,0,2024-06-07 00:48:00
23,80.11,14.58,26.06,33.03,22.73,normal,0,2024-09-05 23:01:00
90,67.34,15.12,30.36,26.44,51.7,normal,0,2024-06-17 20:35:00
57,67.35,16.14,30.16,36.06,75.57,normal,0,2024-01-09 14:03:00
5,75.24,16.85,26.18,31.46,43.14,normal,0,2024-04-17 23:59:00
12,85.85,13.82,32.92,37.11,43.03,normal,0,2024-09-13 08:09:00
55,72.46,17.89,36.82,39.72,53.13,normal,0,2024-02-18 20:39:00
34,84.77,19.08,31.84,24.14,56.7,normal,0,2024-12-28 17:59:00
8,79.5,13.7,39.09,38.74,52.4,normal,0,2024-02-25 12:43:00
14,75.61,13.28,37.38,41.99,43.73,normal,0,2024-11-17 08:55:00
17,78.74,13.76,25.26,31.17,72.44,normal,0,2024-01-07 23:07:00
93,79.5,16.53,42.72,28.18,64.52,normal,0,2024-02-20 21:56:00
59,70.18,16.0,27.47,39.75,47.98,normal,0,2024-04-17 14:27:00
16,65.72,12.57,59.0,44.89,46.63,normal,0,2024-01-02 03:57:00
36,68.82,18.91,58.24,36.99,43.63,normal,0,2024-08-29 02:11:00
56,77.99,11.6,54.77,36.55,69.41,normal,0,2024-03-18 02:50:00
43,88.36,14.45,47.31,41.09,61.47,normal,0,2024-01-05 14:05:00
17,82.69,12.0,35.67,38.45,60.88,normal,0,2024-04-15 01:03:00
45,82.21,13.8,35.71,34.74,63.8,normal,0,2024-10-18 21:25:00
28,74.95,13.43,10.04,38.38,67.85,normal,0,2024-07-26 21:14:00
1,54.34,13.87,36.81,36.02,56.43,normal,0,2024-05-16 03:25:00
84,77.54,10.66,25.71,30.99,80.58,normal,0,2024-10-10 04:08:00
13,91.14,17.43,35.41,33.53,28.16,normal,0,2024-04-03 19:03:00
21,98.23,14.26,48.48,30.59,61.37,normal,0,2024-03-24 07:06:00
8,84.77,20.26,42.55,34.1,50.49,normal,0,2024-02-27 01:53:00
51,72.25,13.76,31.53,39.3,68.26,normal,0,2024-01-31 06:15:00
70,88.99,12.06,44.29,39.59,71.14,normal,0,2024-04-21 19:04:00
5,83.12,17.09,26.49,32.12,69.97,normal,0,2024-07-25 19:29:00
15,77.24,17.66,50.62,33.14,55.47,normal,0,2024-04-10 07:21:00
13,92.89,12.18,44.06,36.06,56.59,normal,0,2024-01-02 00:49:00
89,77.68,20.44,45.46,39.52,45.3,normal,0,2024-08-20 20:04:00
61,69.43,20.19,50.11,35.61,30.63,normal,0,2024-08-18 00:55:00
86,86.41,14.7,37.84,38.49,28.23,normal,0,2024-09-25 20:14:00
74,82.92,20.29,31.8,33.35,47.95,normal,0,2024-05-27 04:41:00
76,86.57,18.14,41.27,34.58,39.87,normal,0,2024-05-31 10:39:00
73,74.31,14.45,30.92,28.83,56.17,normal,0,2024-06-29 13:04:00
28,67.96,18.38,37.28,34.15,47.86,normal,0,2024-08-04 06:44:00
25,94.61,13.9,30.76,40.17,48.75,normal,0,2024-03-02 07:35:00
92,78.44,17.36,42.08,27.42,36.32,normal,0,2024-01-25 03:38:00
43,72.63,12.95,17.57,43.37,65.96,normal,0,2024-10-25 21:31:00
42,61.69,18.9,23.55,43.98,46.41,normal,0,2024-05-08 03:12:00
20,72.43,18.15,52.76,26.79,54.09,normal,0,2024-08-01 09:44:00
82,85.98,12.99,49.78,33.05,57.14,normal,0,2024-09-17 05:01:00
99,77.12,12.41,48.89,35.93,34.46,normal,0,2024-06-10 20:26:00
3,84.54,13.55,11.56,30.22,42.47,normal,0,2024-02-28 12:42:00
1,74.72,15.31,29.51,39.45,56.08,normal,0,2024-02-18 12:20:00
83,76.15,16.59,48.71,36.83,46.59,normal,0,2024-08-30 20:03:00
19,67.81,16.55,26.98,31.04,55.75,normal,0,2024-12-21 09:37:00
70,68.28,17.15,54.04,29.59,69.95,normal,0,2024-03-19 09:45:00
73,71.61,15.87,32.89,34.66,46.03,normal,0,2024-04-06 09:56:00
2,63.45,14.78,30.2,37.47,37.94,normal,0,2024-11-29 10:34:00
18,79.5,15.15,48.66,36.39,56.24,normal,0,2024-04-05 08:39:00
55,83.9,16.36,30.08,27.91,82.12,normal,0,2024-08-12 05:52:00
59,313.06,360.83,-10.48,-27.32,194.99,sensor_error,0,2024-10-08 11:16:00
82,60.52,8.5,18.16,39.27,48.69,normal,0,2024-07-10 03:10:00
54,76.54,15.52,39.53,39.67,37.54,normal,0,2024-05-15 19:21:00
48,84.76,11.45,39.49,36.29,45.66,normal,0,2024-07-23 19:57:00
58,80.02,16.81,28.23,37.37,40.1,normal,0,2024-11-13 16:49:00
3,75.99,14.57,32.01,36.77,63.46,normal,0,2024-09-10 05:10:00
52,86.43,6.92,31.93,32.58,45.46,normal,0,2024-08-13 16:11:00
93,90.68,22.76,27.34,39.82,59.49,normal,0,2024-04-19 22:04:00
94,81.71,7.17,27.56,42.56,44.83,normal,0,2024-08-10 12:38:00
56,68.8,17.39,31.86,45.6,55.6,normal,0,2024-11-12 23:34:00
31,73.21,15.82,18.43,34.82,56.6,normal,0,2024-06-16 11:14:00
54,84.42,8.42,34.65,43.06,79.51,normal,0,2024-12-16 08:16:00
98,73.78,13.32,42.83,37.82,52.66,normal,0,2024-07-30 20:30:00
10,87.59,18.71,37.12,43.62,37.54,normal,0,2024-04-09 07:21:00
54,73.5,12.74,17.83,37.27,47.27,normal,0,2024-07-04 05:37:00
91,88.39,11.45,42.04,33.33,74.18,normal,0,2024-08-25 08:00:00
89,84.74,21.22,22.43,42.4,58.62,normal,0,2024-04-26 02:31:00
71,72.69,19.66,20.36,30.19,53.29,normal,0,2024-05-02 10:30:00
17,73.97,17.42,51.38,28.49,54.37,normal,0,2024-01-14 09:25:00
89,85.55,17.92,21.06,35.48,38.97,normal,0,2024-01-11 03:10:00
91,76.46,17.89,37.57,39.3,46.5,normal,0,2024-12-04 11:53:00
36,73.67,10.08,45.67,32.32,72.77,normal,0,2024-01-19 13:11:00
26,80.58,14.59,44.28,29.54,63.77,normal,0,2024-07-19 16:57:00
52,81.07,17.79,42.44,38.46,40.85,normal,0,2024-08-10 19:57:00
97,84.12,16.12,51.85,37.75,41.25,normal,0,2024-01-16 17:22:00
66,86.14,10.87,43.92,40.46,29.37,normal,0,2024-03-21 14:44:00
70,87.65,17.5,37.48,41.5,39.59,normal,0,2024-06-04 02:16:00
37,75.82,17.47,17.86,40.76,43.52,normal,0,2024-02-24 19:59:00
77,72.82,2.0,38.95,42.45,29.85,normal,0,2024-06-24 08:42:00
93,69.58,14.84,41.53,33.1,18.58,normal,0,2024-05-26 11:57:00
88,76.48,13.08,39.25,37.28,51.53,normal,0,2024-03-29 14:54:00
97,70.05,18.5,42.75,31.88,59.05,normal,0,2024-01-04 20:11:00
53,77.29,17.17,30.03,39.99,31.22,normal,0,2024-04-07 17:06:00
55,55.41,13.75,33.95,34.13,39.35,normal,0,2024-06-28 20:46:00
9,72.49,17.99,41.04,31.07,60.31,normal,0,2024-07-05 17:59:00
76,75.94,12.39,33.42,25.69,54.13,normal,0,2024-07-06 09:30:00
50,70.18,14.71,37.21,38.05,54.09,normal,0,2024-09-12 13:34:00
27,60.87,19.87,32.14,36.51,30.04,normal,0,2024-04-19 18:29:00
77,91.14,12.84,18.93,35.42,35.51,normal,0,2024-11-17 03:56:00
89,95.24,13.07,36.28,35.47,57.41,normal,0,2024-01-13 08:38:00
3,63.69,16.07,30.58,35.23,54.12,normal,0,2024-08-31 19:56:00
74,78.05,11.96,51.62,22.08,32.13,normal,0,2024-11-05 07:22:00
42,73.07,9.43,14.18,39.64,62.13,normal,0,2024-02-18 01:15:00
22,78.36,18.03,36.72,32.71,59.57,normal,0,2024-02-20 07:03:00
21,73.48,12.28,31.16,41.29,44.54,normal,0,2024-02-28 00:50:00
76,80.7,12.71,44.99,25.71,24.47,normal,0,2024-05-28 00:17:00
48,88.01,9.37,21.37,31.5,87.99,normal,0,2024-09-13 18:16:00
20,72.92,11.98,21.33,42.26,45.56,normal,0,2024-07-25 02:48:00
69,78.34,11.97,44.77,24.73,62.35,normal,0,2024-05-20 05:48:00
61,75.75,22.36,42.83,41.06,17.77,normal,0,2024-08-23 14:16:00
14,68.15,12.34,33.29,31.34,45.67,normal,0,2024-04-25 14:51:00
16,80.58,15.67,41.04,28.21,51.23,normal,0,2024-04-04 19:49:00
81,90.05,20.56,46.14,31.28,53.56,normal,0,2024-08-19 07:40:00
84,77.24,19.48,29.93,25.39,64.06,normal,0,2024-07-23 21:51:00
18,83.22,10.78,36.01,37.28,56.61,normal,0,2024-09-04 07:27:00
66,78.28,17.15,37.48,42.56,67.51,normal,0,2024-03-23 05:50:00
95,65.94,19.58,56.87,37.03,69.67,normal,0,2024-08-31 17:06:00
71,74.56,21.97,25.96,35.28,36.15,normal,0,2024-10-01 07:02:00
70,77.68,9.52,55.61,30.93,57.77,normal,0,2024-03-31 19:18:00
95,81.33,11.44,20.5,35.54,57.73,normal,0,2024-08-11 17:46:00
41,60.46,19.9,12.71,36.62,56.31,normal,0,2024-07-06 08:01:00
57,87.18,20.85,18.74,34.92,55.26,normal,0,2024-10-25 11:11:00
4,82.36,15.09,40.61,27.44,20.26,normal,0,2024-06-24 19:19:00
20,69.47,12.33,30.26,44.72,42.22,normal,0,2024-01-08 03:03:00
22,85.2,14.42,53.77,39.55,57.33,normal,0,2024-04-06 09:44:00
13,59.03,14.52,31.53,25.85,36.92,normal,0,2024-07-31 09:46:00
18,79.19,17.59,37.58,38.42,21.12,normal,0,2024-06-27 11:39:00
82,76.01,14.23,25.71,36.03,79.69,normal,0,2024-04-25 14:32:00
60,75.02,11.53,30.72,38.98,50.81,normal,0,2024-12-16 03:45:00
6,85.8,19.04,29.73,34.44,54.63,normal,0,2024-10-16 12:51:00
45,73.51,22.21,19.38,41.85,80.36,normal,0,2024-08-24 10:28:00
47,67.06,20.19,24.78,38.0,61.13,normal,0,2024-07-03 13:51:00
68,81.64,9.06,30.44,37.29,64.02,normal,0,2024-12-23 11:58:00
11,81.35,13.01,37.02,36.08,46.38,normal,0,2024-08-19 03:54:00
26,66.3,16.93,32.74,37.44,48.6,normal,0,2024-09-24 16:25:00
65,106.4,34.55,35.62,80.0,43.18,real_anomaly,1,2024-10-25 23:02:00
25,75.38,10.64,53.31,38.96,48.13,normal,0,2024-08-06 23:55:00
33,81.07,16.99,41.4,31.06,58.78,normal,0,2024-01-20 14:59:00
1,79.0,13.94,46.48,37.7,56.95,normal,0,2024-08-12 09:35:00
14,79.63,15.49,24.09,35.95,31.17,normal,0,2024-10-01 22:48:00
15,64.57,11.84,27.33,35.21,42.75,normal,0,2024-12-03 22:01:00
17,80.9,23.17,42.51,41.47,51.08,normal,0,2024-02-06 09:32:00
42,74.31,10.51,39.67,40.74,39.53,normal,0,2024-06-08 20:00:00
29,82.29,9.44,22.84,40.53,53.3,normal,0,2024-04-03 09:16:00
21,70.51,20.93,48.24,35.6,45.29,normal,0,2024-08-01 00:29:00
9,83.6,11.69,35.6,40.1,38.38,normal,0,2024-06-19 09:04:00
87,63.47,14.0,54.4,36.95,57.56,normal,0,2024-01-24 04:10:00
17,78.63,9.16,31.28,31.73,52.33,normal,0,2024-01-08 18:32:00
3,78.46,12.92,25.88,36.33,44.66,normal,0,2024-08-30 09:21:00
28,84.82,20.93,31.52,40.46,47.08,normal,0,2024-06-09 03:13:00
59,66.25,15.65,36.0,42.22,42.99,normal,0,2024-03-22 02:04:00
26,79.96,18.7,53.6,43.14,67.39,normal,0,2024-05-06 21:37:00
89,67.92,17.66,31.84,33.64,47.01,normal,0,2024-03-27 07:59:00
30,83.62,13.9,29.61,31.79,54.38,normal,0,2024-06-16 13:52:00
39,74.9,11.15,44.12,33.1,69.06,normal,0,2024-11-30 23:59:00
64,83.48,9.67,31.36,24.76,62.26,normal,0,2024-09-06 15:04:00
90,73.28,10.34,32.13,34.54,64.35,normal,0,2024-11-17 15:25:00
39,81.05,14.69,25.26,38.33,40.45,normal,0,2024-02-02 07:21:00
15,87.2,15.79,32.18,31.32,24.79,normal,0,2024-01-09 09:59:00
90,66.28,16.96,34.92,36.75,62.13,normal,0,2024-12-17 05:52:00
20,104.76,47.04,20.04,60.04,58.2,real_anomaly,1,2024-04-09 10:18:00
54,90.82,20.37,41.16,36.3,54.94,normal,0,2024-10-08 17:45:00
64,64.16,16.37,28.04,28.56,30.91,normal,0,2024-02-27 18:31:00
3,466.33,204.02,475.2,-40.77,270.63,sensor_error,0,2024-06-15 12:12:00
78,67.49,18.34,55.93,38.43,63.19,normal,0,2024-01-17 02:15:00
39,78.92,8.89,42.08,43.96,42.56,normal,0,2024-08-23 10:43:00
53,78.89,9.58,33.87,32.2,21.78,normal,0,2024-01-21 08:44:00
94,67.11,6.87,18.22,31.71,52.82,normal,0,2024-10-17 11:11:00
3,71.23,15.53,28.6,29.31,63.94,normal,0,2024-07-07 11:05:00
60,79.98,16.19,48.55,35.69,55.67,normal,0,2024-10-17 07:31:00
83,76.03,15.64,39.98,28.44,44.12,normal,0,2024-04-09 00:28:00
52,80.98,16.62,59.0,44.89,56.2,normal,0,2024-09-09 17:52:00
